Recipe Name,URL,Difficulty,Prep Time,Cook Time,Rest Time,Servings,Rating Count,Saves,Cal,Description,Ingredients,Instructions,Nutrition,Tags
"Pasta alla Norma","https://www.kitchenstories.com/en/recipes/pasta-alla-norma","Easy 👌","15 min","30 min","0 min","4","36","11.8k","592","This Sicilian classic features eggplant, tomato sauce, and ricotta salata. Ready in 45 minutes!","400 g rigatoni, 2 eggplants, 1 can crushed tomatoes, 4 cloves garlic, 100 g ricotta salata, 5 g basil, 80 ml olive oil, salt, pepper","Cut the eggplants into cubes. Finely chop the garlic. Roughly chop the basil. Grate the ricotta salata. Heat half the olive oil in a large pan over medium-high heat. Add eggplant and cook for approx. 10 - 15 min. until golden and tender. Season with salt and pepper. Remove from pan and set aside. In the same pan, heat the remaining olive oil. Add garlic and cook for approx. 1 min. Add crushed tomatoes and bring to a simmer. Cook for approx. 15 min. until the sauce has thickened. Season with salt. Add the eggplant back to the sauce. In the meantime, cook pasta according to package instructions until al dente. Drain the pasta, reserving some pasta water. Add the pasta to the sauce and toss to combine, adding pasta water as needed. Serve with ricotta salata and basil. Enjoy!","Cal592, Fat26 g, Protein18 g, Carb72 g","italian, weeknight dinner, vegetarian, main, cheese, pasta, comfort food, Meatless, european, savory, for four, vegetables, summer, sauteing"
"Pasta primavera","https://www.kitchenstories.com/en/recipes/pasta-primavera","Easy 👌","15 min","20 min","0 min","4","42","14.3k","628","This spring pasta is loaded with fresh vegetables and bursting with flavor. Ready in 35 minutes!","400 g penne, 200 g asparagus, 1 zucchini, 1 bell pepper, 150 g cherry tomatoes, 3 cloves garlic, 200 ml heavy cream, 50 g Parmesan cheese, 5 g basil, 3 tbsp olive oil, salt, pepper","Cut the asparagus into 2 cm pieces. Dice the zucchini and bell pepper. Halve the cherry tomatoes. Finely chop the garlic. Roughly chop the basil. Heat olive oil in a large pan over medium-high heat. Add asparagus, zucchini, and bell pepper. Cook for approx. 5 - 7 min. until tender. Add cherry tomatoes and garlic and cook for approx. 2 - 3 min. more. Add heavy cream and bring to a simmer. Cook for approx. 3 - 5 min. until the sauce has thickened. Stir in Parmesan cheese and season with salt and pepper. In the meantime, cook pasta according to package instructions until al dente. Drain the pasta, reserving some pasta water. Add the pasta to the sauce and toss to combine, adding pasta water as needed. Serve with basil and more Parmesan cheese. Enjoy!","Cal628, Fat30 g, Protein18 g, Carb72 g","italian, weeknight dinner, vegetarian, main, cheese, pasta, comfort food, Meatless, european, savory, for four, dairy, vegetables, spring, sauteing"
"Mushroom stroganoff pasta","https://www.kitchenstories.com/en/recipes/mushroom-stroganoff-pasta","Easy 👌","15 min","20 min","0 min","4","38","12.7k","668","This creamy mushroom stroganoff is rich, savory, and ready in 35 minutes. Comfort in a bowl!","400 g egg noodles, 500 g mushrooms, 1 onion, 3 cloves garlic, 200 ml sour cream, 200 ml vegetable broth, 2 tbsp flour, 2 tbsp olive oil, 5 g parsley, 1 tbsp Dijon mustard, salt, pepper","Slice the mushrooms. Finely chop the onion, garlic, and parsley. Heat olive oil in a large pan over medium-high heat. Add mushrooms and cook for approx. 7 - 10 min. until browned. Add onion and cook for approx. 3 - 4 min. until softened. Add garlic and flour and cook for approx. 1 min. more. Add vegetable broth and bring to a simmer, stirring constantly. Cook for approx. 5 min. until the sauce has thickened. Stir in sour cream and Dijon mustard. Season with salt and pepper. In the meantime, cook pasta according to package instructions until al dente. Drain the pasta. Add the pasta to the sauce and toss to combine. Serve with parsley. Enjoy!","Cal668, Fat28 g, Protein18 g, Carb84 g","weeknight dinner, vegetarian, main, pasta, comfort food, Meatless, savory, for four, dairy, vegetables, sauteing"
"Greek pasta salad","https://www.kitchenstories.com/en/recipes/greek-pasta-salad","Easy 👌","15 min","0 min","0 min","4","47","16.2k","542","This Greek pasta salad is fresh, tangy, and perfect for summer. Ready in 15 minutes!","400 g pasta, 200 g cherry tomatoes, 1 cucumber, 100 g black olives, 100 g feta cheese, 1 red onion, 60 ml olive oil, 3 tbsp red wine vinegar, 1 tsp oregano, salt, pepper","Cook pasta according to package instructions until al dente. Drain and rinse with cold water. Halve the cherry tomatoes. Dice the cucumber. Slice the black olives. Crumble the feta cheese. Thinly slice the red onion. In a large bowl, whisk together olive oil, red wine vinegar, oregano, salt, and pepper. Add the pasta, cherry tomatoes, cucumber, black olives, feta cheese, and red onion. Toss to combine. Serve chilled or at room temperature. Enjoy!","Cal542, Fat24 g, Protein16 g, Carb67 g","weeknight dinner, vegetarian, salad, side, cheese, pasta, Meatless, european, savory, for four, dairy, vegetables, summer"
"Pesto chicken pasta","https://www.kitchenstories.com/en/recipes/pesto-chicken-pasta","Easy 👌","15 min","20 min","0 min","4","54","19.8k","782","This pesto chicken pasta is herby, creamy, and ready in 35 minutes. A family favorite!","400 g penne, 500 g chicken breast, 100 g basil pesto, 200 ml heavy cream, 200 g cherry tomatoes, 3 cloves garlic, 50 g Parmesan cheese, 2 tbsp olive oil, salt, pepper","Cut the chicken breast into bite-sized pieces and season with salt and pepper. Halve the cherry tomatoes. Finely chop the garlic. Heat olive oil in a large pan over medium-high heat. Add chicken and cook for approx. 5 - 7 min. until browned and cooked through. Remove from pan and set aside. In the same pan, add garlic and cook for approx. 1 min. Add basil pesto, heavy cream, and cherry tomatoes. Bring to a simmer and cook for approx. 5 min. Stir in Parmesan cheese and season with salt and pepper. Add the chicken back to the pan. In the meantime, cook pasta according to package instructions until al dente. Drain the pasta, reserving some pasta water. Add the pasta to the sauce and toss to combine, adding pasta water as needed. Enjoy!","Cal782, Fat42 g, Protein48 g, Carb58 g","weeknight dinner, main, cheese, pasta, comfort food, savory, for four, dairy, chicken, vegetables, sauteing"
"Pasta with white wine clam sauce","https://www.kitchenstories.com/en/recipes/pasta-with-white-wine-clam-sauce","Easy 👌","10 min","20 min","0 min","2","33","10.7k","618","This classic clam pasta is briny, garlicky, and ready in 30 minutes. A taste of the sea!","250 g linguine, 500 g clams, 150 ml white wine, 4 cloves garlic, 5 g parsley, 60 ml olive oil, 1 tsp chili flakes, salt","Scrub the clams and discard any that are open. Finely chop the garlic and parsley. Heat olive oil in a large pan over medium heat. Add garlic and chili flakes and cook for approx. 1 min. Add white wine and bring to a simmer. Add clams, cover, and cook for approx. 5 - 7 min. until clams open. Discard any clams that don't open. Season with salt. In the meantime, cook pasta according to package instructions until al dente. Drain the pasta, reserving 1 cup of pasta water. Add the pasta to the clam sauce and toss to combine, adding pasta water as needed. Serve with parsley. Enjoy!","Cal618, Fat32 g, Protein22 g, Carb54 g","italian, weeknight dinner, main, pasta, seafood, comfort food, savory, for two, lactose free, dairy free, sauteing"
"Thai peanut noodles","https://www.kitchenstories.com/en/recipes/thai-peanut-noodles","Easy 👌","15 min","10 min","0 min","2","62","23.4k","688","These Thai peanut noodles are creamy, nutty, and ready in 25 minutes. Addictively delicious!","250 g rice noodles, 100 g peanut butter, 3 tbsp soy sauce, 2 tbsp lime juice, 1 tbsp honey, 1 tsp sesame oil, 1 tsp chili sauce, 3 cloves garlic, 15 g fresh ginger, 2 scallions, 50 g peanuts, 5 g cilantro","Cook rice noodles according to package instructions. Drain and set aside. Finely chop the garlic. Grate the ginger. Slice the scallions. Roughly chop the peanuts and cilantro. In a bowl, whisk together peanut butter, soy sauce, lime juice, honey, sesame oil, chili sauce, garlic, and ginger. Add a few tablespoons of hot water to thin the sauce to desired consistency. In a large pan, toss the noodles with the peanut sauce until well coated. Serve topped with scallions, peanuts, and cilantro. Enjoy!","Cal688, Fat32 g, Protein22 g, Carb82 g","asian, weeknight dinner, vegetarian, vegan, main, noodles, comfort food, Meatless, savory, for two, lactose free, dairy free, herbs"
"Penne alla vodka","https://www.kitchenstories.com/en/recipes/penne-alla-vodka","Easy 👌","10 min","20 min","0 min","4","89","31.8k","698","This Italian-American classic is creamy, indulgent, and ready in 30 minutes. A crowd-pleaser!","400 g penne, 1 can crushed tomatoes, 200 ml heavy cream, 60 ml vodka, 1 onion, 3 cloves garlic, 2 tbsp tomato paste, 50 g Parmesan cheese, 5 g basil, 3 tbsp olive oil, 1 tsp chili flakes, salt, pepper","Finely chop the onion and garlic. Roughly chop the basil. Heat olive oil in a large pan over medium heat. Add onion and cook for approx. 3 - 4 min. until softened. Add garlic and chili flakes and cook for approx. 1 min. more. Stir in tomato paste and cook for approx. 2 min. Add vodka and let simmer for approx. 2 min. to cook off the alcohol. Add crushed tomatoes and bring to a simmer. Cook for approx. 10 min. until the sauce has thickened. Stir in heavy cream and Parmesan cheese. Season with salt and pepper. In the meantime, cook pasta according to package instructions until al dente. Drain the pasta, reserving some pasta water. Add the pasta to the sauce and toss to combine, adding pasta water as needed. Serve with basil and more Parmesan cheese. Enjoy!","Cal698, Fat38 g, Protein18 g, Carb69 g","italian, weeknight dinner, vegetarian, main, cheese, crowd pleaser, pasta, comfort food, Meatless, savory, for four, dairy, sauteing"
"Shrimp scampi","https://www.kitchenstories.com/en/recipes/shrimp-scampi","Easy 👌","10 min","15 min","0 min","2","72","26.3k","712","This shrimp scampi is garlicky, buttery, and ready in 25 minutes. Restaurant-quality at home!","250 g linguine, 300 g shrimp, 100 g butter, 6 cloves garlic, 150 ml white wine, 1 lemon, 5 g parsley, 1 tsp chili flakes, salt, pepper","Peel and devein the shrimp. Finely chop the garlic. Zest and juice the lemon. Roughly chop the parsley. Cook pasta according to package instructions until al dente. Drain the pasta, reserving 1 cup of pasta water. In a large pan, melt butter over medium-high heat. Add garlic and chili flakes and cook for approx. 1 min. Add shrimp and cook for approx. 3 - 4 min. until pink and cooked through. Add white wine, lemon zest, and lemon juice. Bring to a simmer and cook for approx. 2 - 3 min. Add the pasta and toss to combine, adding pasta water as needed. Season with salt and pepper. Serve with parsley. Enjoy!","Cal712, Fat44 g, Protein39 g, Carb52 g","italian, weeknight dinner, main, pasta, seafood, comfort food, savory, for two, dairy, sauteing"
"Pasta al pomodoro","https://www.kitchenstories.com/en/recipes/pasta-al-pomodoro","Easy 👌","10 min","20 min","0 min","4","56","19.2k","498","This simple tomato pasta is the essence of Italian cooking. Ready in 30 minutes!","400 g spaghetti, 1 can crushed tomatoes, 4 cloves garlic, 5 g basil, 60 ml olive oil, 50 g Parmesan cheese, salt, pepper","Finely chop the garlic. Roughly chop the basil. Heat olive oil in a large pan over medium heat. Add garlic and cook for approx. 1 min. until fragrant. Add crushed tomatoes and bring to a simmer. Cook for approx. 15 - 20 min. until the sauce has thickened. Season with salt and pepper. In the meantime, cook pasta according to package instructions until al dente. Drain the pasta, reserving some pasta water. Add the pasta to the sauce and toss to combine, adding pasta water as needed. Stir in basil. Serve with Parmesan cheese. Enjoy!","Cal498, Fat20 g, Protein16 g, Carb66 g","italian, weeknight dinner, vegetarian, main, cheese, pasta, comfort food, Meatless, european, savory, for four, dairy, herbs, sauteing"
"Beef ragu","https://www.kitchenstories.com/en/recipes/beef-ragu","Medium 👍","20 min","2 h","0 min","6","41","13.8k","612","This slow-cooked beef ragu is rich, hearty, and worth every minute. Perfect for Sunday dinner!","400 g pappardelle, 800 g beef chuck, 2 cans crushed tomatoes, 2 carrots, 2 celery stalks, 1 onion, 4 cloves garlic, 200 ml red wine, 200 ml beef broth, 2 tbsp tomato paste, 5 g rosemary, 3 tbsp olive oil, salt, pepper","Cut the beef into large chunks and season with salt and pepper. Finely chop the carrots, celery, onion, and garlic. Roughly chop the rosemary. Heat olive oil in a large pot over medium-high heat. Brown the beef on all sides (approx. 5 - 7 min.). Remove and set aside. In the same pot, add carrots, celery, and onion. Cook for approx. 5 min. until softened. Add garlic and rosemary and cook for approx. 1 min. more. Stir in tomato paste and cook for approx. 2 min. Add red wine and let simmer for approx. 3 - 5 min. Add crushed tomatoes, beef broth, and the browned beef. Bring to a simmer, then reduce heat to low. Cover and cook for approx. 2 hours, stirring occasionally, until the beef is very tender and falls apart. Shred the beef with two forks. Season with salt and pepper. Cook pasta according to package instructions until al dente. Drain the pasta. Serve pasta topped with beef ragu and Parmesan cheese. Enjoy!","Cal612, Fat24 g, Protein42 g, Carb52 g","italian, main, pasta, comfort food, savory, for four, beef, vegetables, autumn, winter, braising"
"Sausage rigatoni","https://www.kitchenstories.com/en/recipes/sausage-rigatoni","Easy 👌","10 min","25 min","0 min","4","51","17.6k","742","This sausage rigatoni is hearty, flavorful, and ready in 35 minutes. A family favorite!","400 g rigatoni, 400 g Italian sausage, 1 can crushed tomatoes, 1 onion, 3 cloves garlic, 200 ml heavy cream, 50 g Parmesan cheese, 5 g basil, 2 tbsp olive oil, 1 tsp chili flakes, salt, pepper","Remove sausage from casings. Finely chop the onion and garlic. Roughly chop the basil. Heat olive oil in a large pan over medium-high heat. Add sausage and cook for approx. 5 - 7 min., breaking it up with a spoon, until browned. Add onion and cook for approx. 3 - 4 min. until softened. Add garlic and chili flakes and cook for approx. 1 min. more. Add crushed tomatoes and bring to a simmer. Cook for approx. 10 min. until the sauce has thickened. Stir in heavy cream and Parmesan cheese. Season with salt and pepper. In the meantime, cook pasta according to package instructions until al dente. Drain the pasta, reserving some pasta water. Add the pasta to the sauce and toss to combine, adding pasta water as needed. Serve with basil and more Parmesan cheese. Enjoy!","Cal742, Fat42 g, Protein32 g, Carb58 g","italian, weeknight dinner, main, cheese, pasta, comfort food, savory, for four, dairy, pork, sausage, sauteing"
"Baked ziti","https://www.kitchenstories.com/en/recipes/baked-ziti","Easy 👌","15 min","30 min","0 min","6","68","24.9k","688","This baked ziti is cheesy, saucy, and perfect for feeding a crowd. Ready in 45 minutes!","500 g ziti, 1 jar marinara sauce, 400 g ricotta cheese, 200 g mozzarella cheese, 100 g Parmesan cheese, 1 egg, 5 g basil, 1 tsp Italian seasoning, salt, pepper","Preheat the oven to 190°C/375°F. Cook pasta according to package instructions until just al dente (it will cook more in the oven). Drain. In a bowl, mix together ricotta cheese, half the mozzarella cheese, half the Parmesan cheese, egg, Italian seasoning, salt, and pepper. In a large baking dish, spread a thin layer of marinara sauce. Add half the pasta, then dollop half the ricotta mixture on top. Spread half the remaining marinara sauce over the ricotta. Repeat layers with remaining pasta, ricotta mixture, and marinara sauce. Top with remaining mozzarella and Parmesan cheese. Cover with foil and bake for approx. 20 min. Remove foil and bake for approx. 10 min. more until cheese is golden and bubbling. Let cool for 5 min. Roughly chop the basil and sprinkle on top. Serve and enjoy!","Cal688, Fat28 g, Protein34 g, Carb72 g","italian, main, cheese, crowd pleaser, pasta, comfort food, savory, for four, dairy, baking"
"Chicken tetrazzini","https://www.kitchenstories.com/en/recipes/chicken-tetrazzini","Easy 👌","20 min","30 min","0 min","6","37","12.4k","698","This creamy chicken and mushroom pasta bake is comfort food at its finest. Ready in 50 minutes!","400 g spaghetti, 400 g cooked chicken, 300 g mushrooms, 1 onion, 3 cloves garlic, 300 ml heavy cream, 200 ml chicken broth, 100 g Parmesan cheese, 50 g breadcrumbs, 50 g butter, 2 tbsp flour, 5 g parsley, salt, pepper","Preheat the oven to 190°C/375°F. Shred or dice the cooked chicken. Slice the mushrooms. Finely chop the onion, garlic, and parsley. Cook pasta according to package instructions until just al dente. Drain. In a large pan, melt butter over medium heat. Add mushrooms and cook for approx. 5 - 7 min. until browned. Add onion and cook for approx. 3 - 4 min. until softened. Add garlic and flour and cook for approx. 1 min. more. Gradually add chicken broth and heavy cream, stirring constantly. Bring to a simmer and cook for approx. 5 min. until the sauce has thickened. Stir in half the Parmesan cheese and season with salt and pepper. In a large bowl, combine pasta, chicken, and sauce. Transfer to a greased baking dish. In a small bowl, mix together breadcrumbs, remaining Parmesan cheese, and melted butter. Sprinkle on top of the pasta. Bake for approx. 25 - 30 min. until golden and bubbling. Let cool for 5 min. Serve with parsley. Enjoy!","Cal698, Fat38 g, Protein42 g, Carb48 g","american, main, cheese, pasta, comfort food, savory, for four, dairy, chicken, vegetables, baking"
"Gorgonzola Lemon Spinach Pasta","https://www.kitchenstories.com/en/recipes/gorgonzola-lemon-spinach-pasta","Easy 👌","10 min","15 min","0 min","2","18","4.2k","758","This gorgonzola lemon spinach pasta is creamy, tangy, and ready in 25 minutes. A sophisticated weeknight dinner!","250 g pasta, 150 g gorgonzola cheese, 200 g spinach, 1 lemon, 3 cloves garlic, 200 ml heavy cream, 50 g Parmesan cheese, 2 tbsp olive oil, salt, pepper","Zest and juice the lemon. Finely chop the garlic. Cook pasta according to package instructions until al dente. Drain the pasta, reserving 1 cup of pasta water. In a large pan, heat olive oil over medium heat. Add garlic and cook for approx. 1 min. Add heavy cream and bring to a simmer. Add gorgonzola cheese and stir until melted. Add lemon zest and juice. Add spinach and stir until wilted. Season with salt and pepper. Add the pasta and toss to combine, adding pasta water as needed. Serve with Parmesan cheese. Enjoy!","Cal758, Fat48 g, Protein28 g, Carb56 g","italian, weeknight dinner, vegetarian, main, cheese, pasta, comfort food, Meatless, european, savory, for two, dairy, vegetables, sauteing"
"Creamy leek and cheese pasta","https://www.kitchenstories.com/en/recipes/creamy-leek-and-cheese-pasta","Easy 👌","10 min","20 min","0 min","2","12","3.8k","712","This creamy leek and cheese pasta is rich, comforting, and ready in 30 minutes. A cozy dinner!","250 g pasta, 2 leeks, 3 cloves garlic, 200 ml heavy cream, 100 g Gruyère cheese, 50 g Parmesan cheese, 2 tbsp butter, 5 g thyme, salt, pepper","Thinly slice the leeks. Finely chop the garlic and thyme. Grate the Gruyère and Parmesan cheese. Cook pasta according to package instructions until al dente. Drain the pasta, reserving 1 cup of pasta water. In a large pan, melt butter over medium heat. Add leeks and cook for approx. 7 - 10 min. until very soft and slightly caramelized. Add garlic and thyme and cook for approx. 1 min. more. Add heavy cream and bring to a simmer. Add Gruyère and Parmesan cheese and stir until melted. Season with salt and pepper. Add the pasta and toss to combine, adding pasta water as needed. Serve immediately. Enjoy!","Cal712, Fat42 g, Protein24 g, Carb58 g","weeknight dinner, vegetarian, main, cheese, pasta, comfort food, Meatless, savory, for two, dairy, vegetables, sauteing"
"Lazy pasta Bolognese","https://www.kitchenstories.com/en/recipes/lazy-pasta-bolognese","Easy 👌","5 min","20 min","0 min","4","28","8.7k","642","This lazy pasta Bolognese cuts corners without sacrificing flavor. Ready in 25 minutes!","400 g pasta, 500 g ground beef, 1 jar marinara sauce, 1 onion, 3 cloves garlic, 50 g Parmesan cheese, 5 g basil, 2 tbsp olive oil, 1 tsp Italian seasoning, salt, pepper","Finely chop the onion and garlic. Roughly chop the basil. Heat olive oil in a large pan over medium-high heat. Add ground beef and cook for approx. 5 - 7 min., breaking it up with a spoon, until browned. Add onion and cook for approx. 3 - 4 min. until softened. Add garlic and Italian seasoning and cook for approx. 1 min. more. Add marinara sauce and bring to a simmer. Cook for approx. 10 min. Season with salt and pepper. In the meantime, cook pasta according to package instructions until al dente. Drain the pasta. Serve pasta topped with Bolognese sauce, Parmesan cheese, and basil. Enjoy!","Cal642, Fat28 g, Protein38 g, Carb58 g","weeknight dinner, main, cheese, pasta, comfort food, savory, for four, dairy, beef, sauteing"
"Silky turmeric pasta","https://www.kitchenstories.com/en/recipes/silky-turmeric-pasta","Easy 👌","10 min","15 min","0 min","2","15","4.5k","628","This silky turmeric pasta is golden, aromatic, and ready in 25 minutes. A unique twist on classic pasta!","250 g pasta, 1 tsp turmeric, 100 g butter, 3 cloves garlic, 1 lemon, 50 g Parmesan cheese, 5 g parsley, salt, pepper","Zest and juice the lemon. Finely chop the garlic and parsley. Cook pasta according to package instructions until al dente. Drain the pasta, reserving 1 cup of pasta water. In a large pan, melt butter over medium heat. Add garlic and turmeric and cook for approx. 1 - 2 min. until fragrant. Add lemon zest and juice. Add the pasta and toss to combine, adding pasta water as needed to create a silky sauce. Stir in Parmesan cheese and season with salt and pepper. Serve with parsley. Enjoy!","Cal628, Fat42 g, Protein16 g, Carb52 g","weeknight dinner, vegetarian, main, cheese, pasta, comfort food, Meatless, savory, for two, dairy, sauteing"
"Spaghetti all'assassina","https://www.kitchenstories.com/en/recipes/spaghetti-all-assassina","Easy 👌","20 min","0 min","0 min","1","30","5.8k","826","Spaghetti all'assassina, or assassin's spaghetti is a sensational pasta experience. Indulge in a symphony of flavors as the sauce caramelizes to create crispy, sweet tomato bits.","100 g spaghetti, 150 g tomato purée (passata), 2 tbsp tomato paste, 400 ml water, ½ tsp chili flakes, 3 tbsp olive oil, 2 cloves garlic, 5 g parsley, 1 tsp Kitchen Stories Pasta Magie seasoning, salt","To make the tomato broth, bring water to a boil and add tomato paste, mix to combine. Season with salt and pepper and keep warm over low heat. Peel garlic and grate finely. In a large, non-stick frying pan, heat olive oil over medium-high heat, then add garlic, chili flakes and Pasta Magie seasoning. Mix to combine. When garlic is golden brown, add tomato purée and let it simmer for approx. 2 min. Then add spaghetti and let it cook in the sauce for approx. 3–5 min until the sauce caramelizes and you can see dark and crispy spots on the pasta. Gradually add some of the tomato broth prepared in the first step to the pasta, let it simmer while stirring occasionally. Repeat 3 or 4 times when pasta absorbs the liquid, until the pasta is cooked until al dente. Finely chop the parsley. When the pasta is ready, garnish with parsley and season.","Cal826, Fat43 g, Protein18 g, Carb97 g","italian, weeknight dinner, vegetarian, vegan, one pot, main, crowd pleaser, pasta, for one, lactose free, Meatless, Pasta Magie, savory, frying, vegetables, sauteing"
"5-ingredient caramelized zucchini pasta with feta","https://www.kitchenstories.com/en/recipes/5-ingredient-caramelized-zucchini-pasta-with-feta","Easy 👌","30 min","0 min","0 min","2","60","12.2k","554","This is a super simple base from which to start for a quick weeknight lunch or dinner and it can be experimented with to your preferences.","400 g zucchini, 200 g tagliatelle, ½ lemon, 5 sprigs mint, 100 g feta cheese, pasta water, olive oil, salt, pepper, sugar","Set a large pot of water to boil over medium-high heat. Trim ends of zucchini, and use the large holed-side of a box grater to grate the zucchini into a clean towel set inside a bowl. Use the towel to help you squeeze out as much of the extra water from the grated zucchini; discarding the liquid. Zest and juice lemon. Pluck mint leaves and thinly slice. Crumble feta cheese into a bowl. Heat a frying pan over medium heat. Add olive oil. Once hot, add grated zucchini. Season generously with salt, pepper, and a pinch of sugar and let cook, stirring occasionally, for approx. 10 – 15 min. until it starts to brown and stick to the bottom of the pan. While the zucchini is caramelizing, season the boiling pot of water with plenty of salt and cook pasta according to package instructions until al dente. Reserve some pasta water, then drain pasta. Add cooked pasta, some pasta water, lemon juice, half the feta cheese, and half the mint to the frying pan with the caramelized zucchini. Toss everything together, adding more pasta water as needed, until a creamy sauce starts to coat the pasta. Taste and add more salt and pepper as desired. Divide evenly between serving plates and top with remaining feta, mint, and lemon zest. Serve immediately and enjoy!","Cal554, Fat13 g, Protein24 g, Carb87 g","italian, kid friendly, vegetarian, main, cheese, crowd pleaser, pasta, comfort food, Meatless, european, savory, fruits, for two, herbs, vegetables, spring, summer, sauteing, quick-wins"
"Mediterranean pasta with pimientos","https://www.kitchenstories.com/en/recipes/mediterranean-pasta-with-pimientos","Medium 👍","20 min","0 min","0 min","2","28","15.4k","780","Mediterranean pasta with Padrón peppers, zucchini, carrot, and dried tomatoes in a savory tomato sauce.","250 g pasta (e.g. orecchiette), 200 g Padrón peppers, 1 zucchini, 1 carrot, 150 g dried tomatoes in oil, 400 ml pureed tomatoes, 1 red onion, 1 clove garlic, 1 chili pepper, 1 sprig rosemary, 2 sprigs thyme, 1 tsp sugar, vegetable oil for frying, salt, pepper","Cook pasta according to the package instructions in salted, boiling water until al dente. Drain and set to one side. Meanwhile, remove the seeds from the chili pepper and chop finely. Finely dice zucchini, carrot, onion, garlic and dried tomatoes. Finely chop rosemary and thyme. Fry vegetables in some vegetable oil and season with sugar, salt and pepper. Pour in pureed tomatoes, chopped herbs, and chili. Saute for approx. 5 - 10 min. until sauce has thickened. In a second pan, fry Padrón peppers in some vegetable oil and add plenty of salt. Toss the noodles in the sauce and serve in a deep dish with the fried Padrón peppers on top.","Cal780, Fat9 g, Protein33 g, Carb135 g","weeknight dinner, vegetarian, vegan, main, pasta, lactose free, Meatless, spanish and portuguese, savory, for two, herbs, vegetables, sauteing"
"Pasta with sausage, tomatoes, and rosemary","https://www.kitchenstories.com/en/recipes/pasta-with-sausage-tomatoes-and-rosemary","Easy 👌","15 min","25 min","0 min","4","53","8.6k","419","A hearty pasta dish with sausage, bell pepper, chickpeas, and herbs in a tomato sauce.","250 g penne, 300 g sausage, 2 cloves garlic, 1 red onion, 1 bell pepper (red), 10 g rosemary, 10 g parsley, 1½ tbsp olive oil, 180 g chickpeas (canned), 300 g crushed tomatoes (canned), Parmesan cheese for serving, salt, pepper","Slice sausage into 2 cm/0.75 in. pieces. Peel garlic and onion. Finely chop garlic and cut onion into wedges. Chop bell pepper into small pieces and roughly chop rosemary and parsley. Heat olive oil in a frying pan and fry sausage, garlic, and bell pepper for approx. 2 – 3 min., then add onion and chickpeas and fry for approx. 2 – 3 min. more. Add tomatoes and season with salt and pepper. Let simmer for approx. 10 – 15 min., uncovered. In the meantime, bring water to a boil in a large saucepan, add salt, and cook penne according to package instructions, until al dente. Drain penne and add to sauce. Mix in rosemary and parsley and toss to coat the pasta. Season to taste with salt and pepper. Serve with Parmesan cheese. Enjoy!","Cal419, Fat25 g, Protein17 g, Carb30 g","italian, kid friendly, weeknight dinner, salty, main, cheese, crowd pleaser, pasta, comfort food, pork, sausage, savory, for four, frying, dairy, herbs, vegetables, spring, autumn, summer, winter"
"Easy lemony green asparagus pasta","https://www.kitchenstories.com/en/recipes/easy-lemony-green-asparagus-pasta","Easy 👌","20 min","0 min","0 min","2","30","7.4k","817","This simple pasta is perfect for all asparagus fans! It takes only 20 minutes and tastes deliciously summery and fresh.","250 g penne, 400 g green asparagus, 2 cloves garlic, 1 lemon, 3 sprigs basil, 5 tbsp olive oil, salt, pepper, Parmesan cheese (for serving)","Remove the woody ends from the asparagus and cut diagonally into about 2cm / 0.8 inch pieces. Finely slice the garlic. Peel the lemon and separate the segments. In doing so, collect any juices that come out. Then roughly chop the basil and set aside. Bring a large pot of water to a boil and add salt. Cook the pasta al dente according to package instructions. In the meantime, heat olive oil in a large skillet over medium-high and sauté the asparagus for about 2-3 minutes. Then add the garlic and sauté. Deglaze with about half a ladle of pasta water and, if you have any, the collected lemon juice. Drain the pasta, reserving some pasta water. Add the pasta to a pan and add pasta water again as needed. Season with salt and pepper. Finally, add the flesh of the lemon and basil and toss everything well. Serve with freshly shaved Parmesan cheese and enjoy!","Cal817, Fat39 g, Protein21 g, Carb98 g","italian, weeknight dinner, main, cheese, pasta, comfort food, lactose free, Meatless, european, savory, sour, fruits, frying, for two, herbs, vegetables, spring, summer, sauteing, budget-bites"
"5-ingredient creamy tomato and basil pasta","https://www.kitchenstories.com/en/recipes/5-ingredient-creamy-tomato-and-basil-pasta","Easy 👌","25 min","0 min","0 min","2","371","65.3k","659","This simple number, using a generous amount of tomato paste as a base, is inspired by Bon Appetit's Basically recipe for rigatoni with easy vodka sauce.","100 g crème fraîche, 100 g tomato paste, 1 red onion, 3 cloves garlic, 200 g linguine, olive oil, salt, pepper, basil (for serving), grated Parmesan cheese (for serving)","Finely chop red onion. Crush garlic cloves with the back of a knife. Pluck basil leaves. Heat a generous amount of olive oil in a pan over medium low. Add onion and crushed garlic cloves and sauté until the onions are soft and translucent. Add tomato paste and sauté on low for approx. 10 min. In the meantime, cook pasta according to package instructions. Drain, reserving about a cup (150 grams) of pasta water. Whisk together the crème fraîche with half a cup of pasta water to loosen it up. Add to the frying pan over low heat and stir together, adding extra pasta water if needed until the sauce has a glossy consistency. Season with salt and pepper to taste. Before serving, add a handful of grated Parmesan to the sauce, then combine with the pasta and serve with plenty of basil leaves and more grated Parmesan on top. Enjoy!","Cal659, Fat31 g, Protein15 g, Carb77 g","kid friendly, weeknight dinner, main, cheese, pasta, Meatless, savory, for two, dairy, herbs, spring, autumn, summer"
