title,description,difficulty,prep_time,cook_time,servings,ingredients,instructions,calories,protein,fats,carbs,tags,source_url
Amatriciana,"This Roman classic is tomato-y, porky, and spicy. Ready in 35 minutes!",easy,10,25,4,"[{""name"":""bucatini"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""guanciale or pancetta"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""1 can crushed tomatoes"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""1 onion"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""3"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""pecorino romano cheese"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""chili flakes"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":""3"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Cut the guanciale into small strips"",""Finely chop the onion and garlic"",""Grate the Pecorino Romano cheese"",""In a large pan, cook guanciale over medium heat for approx"",""until crispy"",""Remove from pan and set aside"",""In the same pan, add olive oil, onion, and chili flakes"",""Cook for approx"",""until onion is softened"",""Add garlic and cook for approx"",""Add crushed tomatoes and bring to a simmer"",""Cook for approx"",""until the sauce has thickened"",""Season with salt"",""Add the guanciale back to the pan"",""In the meantime, cook pasta according to package instructions until al dente"",""Drain the pasta, reserving some pasta water"",""Add the pasta to the sauce and toss to combine, adding pasta water as needed"",""Serve with Pecorino Romano cheese""]",642,24,21,88,"italian,weeknight dinner,main,cheese,pasta,comfort food,savory,for four,dairy,pork,sauteing",https://www.kitchenstories.com/en/recipes/amatriciana
Arrabbiata,"This spicy tomato pasta is bold, garlicky, and ready in 30 minutes. An Italian classic!",easy,10,20,4,"[{""name"":""penne"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[""rigatoni"",""ziti"",""fusilli"",""farfalle""],""notes"":""""},{""name"":""1 can crushed tomatoes"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""4"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""chili flakes"",""amount"":""2"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""parsley"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""cilantro"",""chervil"",""celery leaves""],""notes"":""""},{""name"":""olive oil"",""amount"":""60"",""unit"":""ml"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Finely chop the garlic"",""Roughly chop the parsley"",""Heat olive oil in a large pan over medium heat"",""Add garlic and chili flakes and cook for approx"",""until fragrant (don't let the garlic burn!)"",""Add crushed tomatoes and bring to a simmer"",""Cook for approx"",""until the sauce has thickened"",""Season with salt"",""In the meantime, cook pasta according to package instructions until al dente"",""Drain the pasta, reserving some pasta water"",""Add the pasta to the sauce and toss to combine, adding pasta water as needed"",""Serve with parsley""]",518,19,17,71,"italian,weeknight dinner,vegetarian,vegan,main,pasta,comfort food,meatless,european,savory,for four,lactose free,dairy free,herbs,sauteing",https://www.kitchenstories.com/en/recipes/arrabbiata
Pasta alla Norma,"This Sicilian classic features eggplant, tomato sauce, and ricotta salata. Ready in 45 minutes!",easy,15,30,4,"[{""name"":""rigatoni"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""2 eggplants"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""1 can crushed tomatoes"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""4"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""ricotta salata"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""basil"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""oregano"",""parsley"",""cilantro"",""mint""],""notes"":""""},{""name"":""olive oil"",""amount"":""80"",""unit"":""ml"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Cut the eggplants into cubes"",""Finely chop the garlic"",""Roughly chop the basil"",""Grate the ricotta salata"",""Heat half the olive oil in a large pan over medium-high heat"",""Add eggplant and cook for approx"",""10 - 15 min"",""until golden and tender"",""Season with salt and pepper"",""Remove from pan and set aside"",""In the same pan, heat the remaining olive oil"",""Add garlic and cook for approx"",""Add crushed tomatoes and bring to a simmer"",""Cook for approx"",""until the sauce has thickened"",""Season with salt"",""Add the eggplant back to the sauce"",""In the meantime, cook pasta according to package instructions until al dente"",""Drain the pasta, reserving some pasta water"",""Add the pasta to the sauce and toss to combine, adding pasta water as needed"",""Serve with ricotta salata and basil""]",592,22,20,81,"italian,weeknight dinner,vegetarian,main,cheese,pasta,comfort food,meatless,european,savory,for four,vegetables,summer,sauteing",https://www.kitchenstories.com/en/recipes/pasta-alla-norma
Pasta primavera,This spring pasta is loaded with fresh vegetables and bursting with flavor. Ready in 35 minutes!,easy,15,20,4,"[{""name"":""penne"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[""rigatoni"",""ziti"",""fusilli"",""farfalle""],""notes"":""""},{""name"":""asparagus"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[""green beans"",""broccoli"",""snap peas""],""notes"":""""},{""name"":""1 zucchini"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""1 bell pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""cherry tomatoes"",""amount"":""150"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""3"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""heavy cream"",""amount"":""200"",""unit"":""ml"",""category"":""important"",""substitutes"":[""coconut cream"",""evaporated milk"",""half and half"",""milk and butter""],""notes"":""""},{""name"":""parmesan cheese"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""basil"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""oregano"",""parsley"",""cilantro"",""mint""],""notes"":""""},{""name"":""olive oil"",""amount"":""3"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Cut the asparagus into 2 cm pieces"",""Dice the zucchini and bell pepper"",""Halve the cherry tomatoes"",""Finely chop the garlic"",""Roughly chop the basil"",""Heat olive oil in a large pan over medium-high heat"",""Add asparagus, zucchini, and bell pepper"",""Cook for approx"",""until tender"",""Add cherry tomatoes and garlic and cook for approx"",""Add heavy cream and bring to a simmer"",""Cook for approx"",""until the sauce has thickened"",""Stir in Parmesan cheese and season with salt and pepper"",""In the meantime, cook pasta according to package instructions until al dente"",""Drain the pasta, reserving some pasta water"",""Add the pasta to the sauce and toss to combine, adding pasta water as needed"",""Serve with basil and more Parmesan cheese""]",628,24,21,86,"italian,weeknight dinner,vegetarian,main,cheese,pasta,comfort food,meatless,european,savory,for four,dairy,vegetables,spring,sauteing",https://www.kitchenstories.com/en/recipes/pasta-primavera
Mushroom stroganoff pasta,"This creamy mushroom stroganoff is rich, savory, and ready in 35 minutes. Comfort in a bowl!",easy,15,20,4,"[{""name"":""egg noodles"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""mushrooms"",""amount"":""500"",""unit"":""g"",""category"":""important"",""substitutes"":[""portobello"",""shiitake"",""cremini"",""button mushrooms""],""notes"":""""},{""name"":""1 onion"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""3"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""sour cream"",""amount"":""200"",""unit"":""ml"",""category"":""important"",""substitutes"":[""greek yogurt"",""plain yogurt"",""cream cheese"",""cottage cheese"",""creme fraiche""],""notes"":""""},{""name"":""vegetable broth"",""amount"":""200"",""unit"":""ml"",""category"":""important"",""substitutes"":[""chicken broth"",""water with bouillon"",""mushroom broth""],""notes"":""""},{""name"":""flour"",""amount"":""2"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[""almond flour"",""coconut flour"",""oat flour"",""gluten-free flour""],""notes"":""""},{""name"":""olive oil"",""amount"":""2"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""parsley"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""cilantro"",""chervil"",""celery leaves""],""notes"":""""},{""name"":""dijon mustard"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Slice the mushrooms"",""Finely chop the onion, garlic, and parsley"",""Heat olive oil in a large pan over medium-high heat"",""Add mushrooms and cook for approx"",""until browned"",""Add onion and cook for approx"",""until softened"",""Add garlic and flour and cook for approx"",""Add vegetable broth and bring to a simmer, stirring constantly"",""Cook for approx"",""until the sauce has thickened"",""Stir in sour cream and Dijon mustard"",""Season with salt and pepper"",""In the meantime, cook pasta according to package instructions until al dente"",""Drain the pasta"",""Add the pasta to the sauce and toss to combine"",""Serve with parsley""]",668,25,22,92,"weeknight dinner,vegetarian,main,pasta,comfort food,meatless,savory,for four,dairy,vegetables,sauteing",https://www.kitchenstories.com/en/recipes/mushroom-stroganoff-pasta
Greek pasta salad,"This Greek pasta salad is fresh, tangy, and perfect for summer. Ready in 15 minutes!",easy,15,20,4,"[{""name"":""pasta"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[""rice noodles"",""egg noodles"",""zucchini noodles"",""spaghetti squash""],""notes"":""""},{""name"":""cherry tomatoes"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""1 cucumber"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""black olives"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""feta cheese"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""1 red onion"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":""60"",""unit"":""ml"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""red wine vinegar"",""amount"":""3"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""oregano"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[""basil"",""thyme"",""marjoram""],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Cook pasta according to package instructions until al dente"",""Drain and rinse with cold water"",""Halve the cherry tomatoes"",""Dice the cucumber"",""Slice the black olives"",""Crumble the feta cheese"",""Thinly slice the red onion"",""In a large bowl, whisk together olive oil, red wine vinegar, oregano, salt, and pepper"",""Add the pasta, cherry tomatoes, cucumber, black olives, feta cheese, and red onion"",""Toss to combine"",""Serve chilled or at room temperature""]",542,20,18,75,"weeknight dinner,vegetarian,salad,side,cheese,pasta,meatless,european,savory,for four,dairy,vegetables,summer",https://www.kitchenstories.com/en/recipes/greek-pasta-salad
Pesto chicken pasta,"This pesto chicken pasta is herby, creamy, and ready in 35 minutes. A family favorite!",easy,15,20,4,"[{""name"":""penne"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[""rigatoni"",""ziti"",""fusilli"",""farfalle""],""notes"":""""},{""name"":""chicken breast"",""amount"":""500"",""unit"":""g"",""category"":""key"",""substitutes"":[""turkey breast"",""pork tenderloin"",""tofu"",""seitan"",""chicken thighs""],""notes"":""""},{""name"":""basil pesto"",""amount"":""100"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""heavy cream"",""amount"":""200"",""unit"":""ml"",""category"":""important"",""substitutes"":[""coconut cream"",""evaporated milk"",""half and half"",""milk and butter""],""notes"":""""},{""name"":""cherry tomatoes"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""3"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""parmesan cheese"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":""2"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Cut the chicken breast into bite-sized pieces and season with salt and pepper"",""Halve the cherry tomatoes"",""Finely chop the garlic"",""Heat olive oil in a large pan over medium-high heat"",""Add chicken and cook for approx"",""until browned and cooked through"",""Remove from pan and set aside"",""In the same pan, add garlic and cook for approx"",""Add basil pesto, heavy cream, and cherry tomatoes"",""Bring to a simmer and cook for approx"",""Stir in Parmesan cheese and season with salt and pepper"",""Add the chicken back to the pan"",""In the meantime, cook pasta according to package instructions until al dente"",""Drain the pasta, reserving some pasta water"",""Add the pasta to the sauce and toss to combine, adding pasta water as needed""]",782,29,26,108,"weeknight dinner,main,cheese,pasta,comfort food,savory,for four,dairy,chicken,vegetables,sauteing",https://www.kitchenstories.com/en/recipes/pesto-chicken-pasta
Pasta with white wine clam sauce,"This classic clam pasta is briny, garlicky, and ready in 30 minutes. A taste of the sea!",easy,10,20,2,"[{""name"":""linguine"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""clams"",""amount"":""500"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""white wine"",""amount"":""150"",""unit"":""ml"",""category"":""important"",""substitutes"":[""chicken broth"",""white grape juice"",""dry vermouth""],""notes"":""""},{""name"":""garlic"",""amount"":""4"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""parsley"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""cilantro"",""chervil"",""celery leaves""],""notes"":""""},{""name"":""olive oil"",""amount"":""60"",""unit"":""ml"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""chili flakes"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Scrub the clams and discard any that are open"",""Finely chop the garlic and parsley"",""Heat olive oil in a large pan over medium heat"",""Add garlic and chili flakes and cook for approx"",""Add white wine and bring to a simmer"",""Add clams, cover, and cook for approx"",""until clams open"",""Discard any clams that don't open"",""Season with salt"",""In the meantime, cook pasta according to package instructions until al dente"",""Drain the pasta, reserving 1 cup of pasta water"",""Add the pasta to the clam sauce and toss to combine, adding pasta water as needed"",""Serve with parsley""]",618,23,21,85,"italian,weeknight dinner,main,pasta,seafood,comfort food,savory,for two,lactose free,dairy free,sauteing",https://www.kitchenstories.com/en/recipes/pasta-with-white-wine-clam-sauce
Thai peanut noodles,"These Thai peanut noodles are creamy, nutty, and ready in 25 minutes. Addictively delicious!",easy,15,10,2,"[{""name"":""rice noodles"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""peanut butter"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""soy sauce"",""amount"":""3"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[""tamari"",""coconut aminos"",""worcestershire sauce"",""liquid aminos""],""notes"":""""},{""name"":""lime juice"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[""lemon juice"",""orange juice"",""vinegar""],""notes"":""""},{""name"":""honey"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[""maple syrup"",""agave"",""golden syrup"",""sugar""],""notes"":""""},{""name"":""sesame oil"",""amount"":""1"",""unit"":""tsp"",""category"":""base"",""substitutes"":[""peanut oil"",""vegetable oil with sesame seeds""],""notes"":""""},{""name"":""chili sauce"",""amount"":""1"",""unit"":""tsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""3"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""fresh ginger"",""amount"":""15"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""2 scallions"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""peanuts"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[""almonds"",""cashews"",""sunflower seeds""],""notes"":""""},{""name"":""cilantro"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""parsley"",""basil"",""dill""],""notes"":""""}]","[""Cook rice noodles according to package instructions"",""Drain and set aside"",""Finely chop the garlic"",""Grate the ginger"",""Slice the scallions"",""Roughly chop the peanuts and cilantro"",""In a bowl, whisk together peanut butter, soy sauce, lime juice, honey, sesame oil, chili sauce, garlic, and ginger"",""Add a few tablespoons of hot water to thin the sauce to desired consistency"",""In a large pan, toss the noodles with the peanut sauce until well coated"",""Serve topped with scallions, peanuts, and cilantro""]",688,26,23,95,"asian,weeknight dinner,vegetarian,vegan,main,noodles,comfort food,meatless,savory,for two,lactose free,dairy free,herbs",https://www.kitchenstories.com/en/recipes/thai-peanut-noodles
Penne alla vodka,"This Italian-American classic is creamy, indulgent, and ready in 30 minutes. A crowd-pleaser!",easy,10,20,4,"[{""name"":""penne"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[""rigatoni"",""ziti"",""fusilli"",""farfalle""],""notes"":""""},{""name"":""1 can crushed tomatoes"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""heavy cream"",""amount"":""200"",""unit"":""ml"",""category"":""important"",""substitutes"":[""coconut cream"",""evaporated milk"",""half and half"",""milk and butter""],""notes"":""""},{""name"":""vodka"",""amount"":""60"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""1 onion"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""3"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""tomato paste"",""amount"":""2"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[""tomato sauce"",""ketchup"",""sun-dried tomatoes""],""notes"":""""},{""name"":""parmesan cheese"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""basil"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""oregano"",""parsley"",""cilantro"",""mint""],""notes"":""""},{""name"":""olive oil"",""amount"":""3"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""chili flakes"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Finely chop the onion and garlic"",""Roughly chop the basil"",""Heat olive oil in a large pan over medium heat"",""Add onion and cook for approx"",""until softened"",""Add garlic and chili flakes and cook for approx"",""Stir in tomato paste and cook for approx"",""Add vodka and let simmer for approx"",""to cook off the alcohol"",""Add crushed tomatoes and bring to a simmer"",""Cook for approx"",""until the sauce has thickened"",""Stir in heavy cream and Parmesan cheese"",""Season with salt and pepper"",""In the meantime, cook pasta according to package instructions until al dente"",""Drain the pasta, reserving some pasta water"",""Add the pasta to the sauce and toss to combine, adding pasta water as needed"",""Serve with basil and more Parmesan cheese""]",698,26,23,96,"italian,weeknight dinner,vegetarian,main,cheese,crowd pleaser,pasta,comfort food,meatless,savory,for four,dairy,sauteing",https://www.kitchenstories.com/en/recipes/penne-alla-vodka
Shrimp scampi,"This shrimp scampi is garlicky, buttery, and ready in 25 minutes. Restaurant-quality at home!",easy,10,15,2,"[{""name"":""linguine"",""amount"":""250"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""shrimp"",""amount"":""300"",""unit"":""g"",""category"":""key"",""substitutes"":[""prawns"",""scallops"",""lobster"",""crab""],""notes"":""""},{""name"":""butter"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[""margarine"",""coconut oil"",""olive oil"",""ghee""],""notes"":""""},{""name"":""garlic"",""amount"":""6"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""white wine"",""amount"":""150"",""unit"":""ml"",""category"":""important"",""substitutes"":[""chicken broth"",""white grape juice"",""dry vermouth""],""notes"":""""},{""name"":""1 lemon"",""amount"":"""",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""parsley"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""cilantro"",""chervil"",""celery leaves""],""notes"":""""},{""name"":""chili flakes"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Peel and devein the shrimp"",""Finely chop the garlic"",""Zest and juice the lemon"",""Roughly chop the parsley"",""Cook pasta according to package instructions until al dente"",""Drain the pasta, reserving 1 cup of pasta water"",""In a large pan, melt butter over medium-high heat"",""Add garlic and chili flakes and cook for approx"",""Add shrimp and cook for approx"",""until pink and cooked through"",""Add white wine, lemon zest, and lemon juice"",""Bring to a simmer and cook for approx"",""Add the pasta and toss to combine, adding pasta water as needed"",""Season with salt and pepper"",""Serve with parsley""]",712,27,24,98,"italian,weeknight dinner,main,pasta,seafood,comfort food,savory,for two,dairy,sauteing",https://www.kitchenstories.com/en/recipes/shrimp-scampi
Pasta al pomodoro,This simple tomato pasta is the essence of Italian cooking. Ready in 30 minutes!,easy,10,20,4,"[{""name"":""spaghetti"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[""linguine"",""fettuccine"",""angel hair"",""bucatini""],""notes"":""""},{""name"":""1 can crushed tomatoes"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""4"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""basil"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""oregano"",""parsley"",""cilantro"",""mint""],""notes"":""""},{""name"":""olive oil"",""amount"":""60"",""unit"":""ml"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""parmesan cheese"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Finely chop the garlic"",""Roughly chop the basil"",""Heat olive oil in a large pan over medium heat"",""Add garlic and cook for approx"",""until fragrant"",""Add crushed tomatoes and bring to a simmer"",""Cook for approx"",""15 - 20 min"",""until the sauce has thickened"",""Season with salt and pepper"",""In the meantime, cook pasta according to package instructions until al dente"",""Drain the pasta, reserving some pasta water"",""Add the pasta to the sauce and toss to combine, adding pasta water as needed"",""Stir in basil"",""Serve with Parmesan cheese""]",498,19,17,68,"italian,weeknight dinner,vegetarian,main,cheese,pasta,comfort food,meatless,european,savory,for four,dairy,herbs,sauteing",https://www.kitchenstories.com/en/recipes/pasta-al-pomodoro
