title,description,difficulty,prep_time,cook_time,servings,ingredients,instructions,calories,protein,fats,carbs,tags,source_url
"Simplified bouillabaisse","A hearty seafood stew packed with shrimp, fish, and vegetables.","medium",90,0,4,"[{""name"":""shrimp"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""mixed Mediterranean fish"",""amount"":""1"",""unit"":"""",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""mussel"",""amount"":""1"",""unit"":""kg"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""carrots"",""amount"":""4"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""celery"",""amount"":""4"",""unit"":""stalks"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""red onion"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""fennel"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""potatoes"",""amount"":""400"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""tomatoes"",""amount"":""300"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""tomato paste"",""amount"":""150"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""white wine"",""amount"":""250"",""unit"":""ml"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""saffron"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Peel, devein, and chop shrimp. Fillet fish and cut into large pieces."",""Slice half the carrots and chop half the celery. Finely dice the onion. Chop all of the fennel, potatoes, and chili. Then chop half the tomatoes. Peel and halve the orange. Remove rosemary sprigs from the stems. Mince garlic and thinly slice shallots. Cover mussels in cold water and let chill in the refrigerator for approx. 20 min."",""Heat some vegetable oil in a large saucepan over medium heat. Add shrimp and sauté, then remove about one-quarter of the shrimp to set aside for garnish. Then add fish to the saucepan and sauté, adding more oil if needed. Season with salt. Add all the chopped vegetables and halved oranges. Season again with salt and pepper. Then add tomato paste, saffron, allspice, some white wine, and whole peeled tomatoes. Deglaze with fish stock. Add rosemary, half the bay leaves, and lemon zest. Allow to cook for approx. 10 – 15 min."",""Meanwhile, roughly chop parsley. Cut remaining tomatoes, carrots, and celery into bite-sized pieces and set aside."",""Place a food mill on top of a separate large saucepan. Remove shrimp and fish and ladle soup into a food mill to blend. Alternatively, use an immersion blender to mix."",""Drain water from mussels. In a separate saucepan, heat up some vegetable oil over medium heat. Add shallots, garlic, remaining tomatoes, carrots, and celery. Sauté for approx. 5 – 7 min. Then add remaining bay leaves, some parsley, mussels, lemon juice, and remainder of white wine. Season to taste with salt and pepper. Bring to a low boil and cover pan for approx. 10 – 12 min. or until mussels are fully open. Garnish soup with shrimp, fish, milled soup stock, and chopped parsley. Enjoy!""]",725,73,22,57,"french,bouillabaisse,seafood,stew,main","https://www.kitchenstories.com/en/recipes/simplified-bouillabaisse"
"Spaghetti vongole","A classic Italian pasta dish made with clams, garlic, and white wine.","easy",30,15,4,"[{""name"":""spaghetti"",""amount"":""280"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""clams"",""amount"":""1"",""unit"":""kg"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""3"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""onions"",""amount"":""2"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""chili"",""amount"":""1"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""fennel seeds"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":""4"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""white wine"",""amount"":""100"",""unit"":""ml"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""butter"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""parsley"",""amount"":"""",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""for serving""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Wash clams thoroughly and sort out damaged and opened ones. Add clams to a bowl with cold water and chill for approx. 1 hr. Then add to a colander and drain."",""Cook spaghetti until al dente according to package instructions, then transfer to a colander to strain."",""Finely chop garlic and dice onions. Cut the chili lengthwise, remove the core, and cut into fine slices."",""Add fennel seeds to a frying pan set over high heat and toast briefly."",""Heat oil in a frying pan set over medium-high heat. Add fennel seeds, garlic, onion, and chili and sauté for approx. 3 min. Add clams, wine, and butter and cook, covered, for approx. 6 – 7 min., or until all of the clams are opened. Sort out closed ones. Add spaghetti and heat, while turning, for approx. 1 min. Season with salt and pepper and garnish with parsley. Enjoy!""]",630,23,43,25,"italian,pasta,clams,main","https://www.kitchenstories.com/en/recipes/spaghetti-vongole"
"Avocado maki and salmon nigiri","Homemade sushi with avocado and salmon.","easy",45,0,4,"[{""name"":""sushi rice"",""amount"":""360"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""salmon fillets"",""amount"":""360"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""avocado"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""water"",""amount"":""720"",""unit"":""ml"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""rice vinegar"",""amount"":""1"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""confectioner's sugar"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":""¼"",""unit"":""tsp"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""dried seaweed sheets"",""amount"":""4"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""wasabi paste"",""amount"":"""",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""}]","[""Rinse sushi rice under running water until the water runs clear. Add rinsed rice and water to a pot and let sit for approx. 10 min., then bring to a simmer over low heat. Cover with a lid and let simmer for approx. 10 min. Remove pot from heat and let the sushi rice sit, covered, for approx. 15 min. longer. Afterwards, let rice cool down completely."",""Add confectioner's sugar, rice vinegar, and salt to a pot and heat the mixture until the sugar is dissolved. Add to cooled sushi rice and stir to combine."",""For avocado maki, slice avocado. Wrap sushi mat in plastic wrap and place a nori sheet on top. With damp hands, spread sushi rice onto the lower half of nori sheet and spread some wasabi and place sliced avocado in the center of the rice. Roll together tightly using the sushi mat and cut off overhang. Slice into equal-sized avocado maki."",""For salmon nigiri, slice salmon filet. Form cooked sushi rice into oval shapes and spread some wasabi on top. Place sliced salmon on top. Serve sushi with more wasabi, sushi ginger, and soy sauce for dipping. Enjoy!""]",289,13,15,27,"sushi,japanese,salmon,main","https://www.kitchenstories.com/en/recipes/avocado-maki-and-salmon-nigiri"
"Whole grilled fish","Whole grilled fish with aromatic herbs.","medium",15,12,2,"[{""name"":""giltheads"",""amount"":""2"",""unit"":"""",""category"":""key"",""substitutes"":[""sea bream""],""notes"":""""},{""name"":""lemon"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""2"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""thyme"",""amount"":""4"",""unit"":""sprigs"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""rosemary"",""amount"":""2"",""unit"":""sprigs"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""baby spinach"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""coarse sea salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Preheat the grill. Halve and slice lemon."",""Remove fins and generously season the cavity with sea salt. Fill each gilthead with a crushed garlic clove, thyme, rosemary, baby spinach and a few slices of lemon."",""Close giltheads with toothpicks, if required, and brush with olive oil on both side. Season again with salt and pepper. Then, grill on aluminum foil for approx. 10 – 12 min. until golden and crispy. Serve with lemon wedges.""]",423,80,8,5,"grilled,whole-fish,mediterranean,main","https://www.kitchenstories.com/en/recipes/whole-grilled-fish"
"Light penne with asparagus and smoked salmon","A light and healthy pasta dish featuring asparagus and smoked salmon.","easy",30,10,4,"[{""name"":""whole-wheat pasta"",""amount"":""500"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""green asparagus"",""amount"":""450"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""smoked salmon"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""goat cream cheese"",""amount"":""80"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""lemons"",""amount"":""2"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""thyme"",""amount"":""3"",""unit"":""sprigs"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""dill"",""amount"":""10"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""for frying""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Cook pasta in plenty of salted boiling water, according to package instructions, for approx. 8 – 10 min. until al dente. Drain, save some of the pasta water and set aside."",""Trim wooden ends of asparagus. Then, cut into bite-sized pieces at a slight angle."",""Zest lemons and squeeze out the juice. Pick thyme leaves and chop finely with the dill."",""Fry asparagus in some olive oil for approx. 8 – 10 min. until tender. Season with 2/3 of the lemon zest and juice."",""Add cooked pasta and thyme leaves to pan and toss. Season generously with salt and pepper."",""Combine fresh goat cheese with dill and the remaining lemon zest and juice. Top pasta with a dollop of the cheese and add smoked salmon on top to serve.""]",623,38,9,96,"pasta,asparagus,smoked-salmon,spring,main","https://www.kitchenstories.com/en/recipes/light-penne-with-asparagus-and-smoked-salmon"
"Creamy fish stew with mustard and dill","A rich fish stew with cod, salmon, and sole in creamy mustard sauce.","medium",55,10,4,"[{""name"":""cod fillets"",""amount"":""200"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""wild-caught salmon"",""amount"":""200"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""sole"",""amount"":""200"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""leeks"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""dill"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""onions"",""amount"":""2"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""celery"",""amount"":""4"",""unit"":""stalks"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""flour"",""amount"":""3"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""white wine"",""amount"":""150"",""unit"":""ml"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""fish stock"",""amount"":""200"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""heavy cream"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""mustard"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""grainy mustard"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Thoroughly rinse the leek, finely chop the dill, and peel garlic and onions. Dice the garlic, onions, leek, and celery. Slice the fish into bite-sized pieces and pat dry with paper towels."",""Add flour to a bowl or deep plate. Season fish with salt and coat the pieces in flour. Heat oil in a pot over medium heat. Transfer coated fish to the pot and sear until golden brown. Flip and continue to cook until brown on both sides. Remove fish from pot and set aside. Add garlic, onions, leek, and celery to the same pot. Sauté approx. 5 min. and deglaze with white wine. Add fish stock, allspice, and bay leaf and let simmer for approx. 15 – 20 min. Next, add cream and both mustards and let simmer another 5 min. Season with salt, pepper, and sugar to taste."",""Remove pot from heat. Transfer the fried, coated fish pieces to the stew and leave to sit 5 – 10 min. before serving. Add the dill and stir in carefully. Serve with bread or potatoes. Enjoy!""]",441,34,26,12,"stew,fish,nordic,main","https://www.kitchenstories.com/en/recipes/creamy-fish-stew-with-mustard-and-dill"
"Fish gratin","A delicious fish gratin with cod and salmon, layered with potatoes.","easy",20,30,4,"[{""name"":""cod fillets"",""amount"":""350"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""salmon fillets"",""amount"":""350"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""potatoes"",""amount"":""300"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""carrots"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""scallion"",""amount"":""1"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""dill"",""amount"":""10"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""parsley"",""amount"":""10"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""butter"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""flour"",""amount"":""30"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""white wine"",""amount"":""130"",""unit"":""ml"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""mustard"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""milk"",""amount"":""300"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""lemon"",""amount"":""1"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Preheat oven to 170°C/330°F."",""Peel and thinly slice potatoes. Slice green onion crosswise into rings. Finely mince dill and parsley. Cut carrots into bite-sized pieces. Mince garlic. Remove skin from cod and salmon and cut into bite-sized pieces. Parboil the potatoes and carrots in a pot of boiling water for approx. 5 min., then drain."",""Melt butter in a large saucepan over medium heat. Add flour and stir constantly to form a roux. Deglaze with white wine."",""Add mustard, milk, lemon juice, and minced garlic to saucepan. Season to taste with salt, pepper, and sugar. Add dill, parsley, and green onions. Stir well and bring to a boil for approx. 2 – 3 min. Remove from heat and set aside."",""Add all ingredients to baking dish, season with salt and pepper, and place in preheated oven for approx. 45 min. Enjoy!""]",454,43,16,26,"gratin,fish,baked,main","https://www.kitchenstories.com/en/recipes/fish-gratin"
"Parchment-baked fish with asparagus and artichokes","Lemony, garlicky fish baked in parchment with vegetables.","easy",20,20,2,"[{""name"":""halibut fillets"",""amount"":""300"",""unit"":""g"",""category"":""key"",""substitutes"":[""cod""],""notes"":""""},{""name"":""green asparagus"",""amount"":""10"",""unit"":""stalks"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""lemon"",""amount"":""1"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""jarred artichoke hearts"",""amount"":""5"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""parsley"",""amount"":""2"",""unit"":""sprigs"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":""2"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""caper"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Preheat the oven to 200°C/400°F. Trim off the woody ends of asparagus, and halve the spears. Slice lemon. Drain the artichoke hearts. Wash and finely chop parsley."",""Add garlic to a mortar and pestle. Season generously with salt and pepper. Crush until a thick paste forms. Add olive oil and capers. Mix together, crushing lightly."",""Lay half of the lemon slices on parchment paper with half of the asparagus, halibut fillet, half of the garlic-caper mixture, and half of the artichoke hearts. Fold into a parcel. Repeat with the remaining ingredients on another piece of parchment paper. Carefully transfer parchment parcels to a baking sheet and bake for approx. 15 – 20 min. Delicately open the parchment parcels and top with parsley before serving. Enjoy!""]",370,39,18,12,"fish,en-papillote,asparagus,main","https://www.kitchenstories.com/en/recipes/parchment-baked-fish-with-asparagus-and-artichokes"
"Cornflake-crusted crunchy fish sticks","Homemade fish sticks with cornflake crust.","medium",30,2,2,"[{""name"":""cod (ready to cook)"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""all-purpose flour"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""panko"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""cornflakes (unsweetened)"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""eggs"",""amount"":""2"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Cut the cod into strips (approx. the size of an index finger)."",""Set up three bowls for breading. Put flour in the first. In the second, beat the eggs. Mix panko and cornflakes in the third."",""Season the cod with salt and pepper, and dredge each strip through each of the three bowls: first the flour, then the egg, finishing off with the panko cornflake mix."",""Deep fry the fish fillets in hot vegetable oil for approx 1 - 2 min. on both sides until golden. Remove with a skimmer and place on a paper towel lined-plate. Serve immediately while crispy with mashed potatoes and a variety of dips.""]",513,35,25,37,"fish-sticks,kid-friendly,fried,main","https://www.kitchenstories.com/en/recipes/cornflake-crusted-crunchy-fish-sticks"
"California sushi rice balls with salmon and avocado","Easy California-style sushi rice balls.","medium",30,0,4,"[{""name"":""sushi rice (cooked)"",""amount"":""600"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""salmon fillets"",""amount"":""100"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""avocado"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""cucumber"",""amount"":""¼"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""dried seaweed sheet"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""mayonnaise"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""teriyaki sauce"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""white sesame seeds"",""amount"":""50"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""black sesame seeds"",""amount"":""50"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""scallion"",""amount"":""1"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""}]","[""Halve cucumber lengthwise, scrape out core and cut cucumber halves into approx. 1 cm/0.4 in. small cubes. Halve avocado, remove pit, scrape out flesh and cut into approx. 1 cm/0.4 in. cubes. Cut salmon into approx. 1 cm/0.4 in. cubes as well. Finely chop seaweed sheet, like confetti. Mix salmon cubes, cucumber and avocado together with the chopped seaweed in a bowl."",""With wet hands, take a small handful, approx. the size of an egg, of the cooled rice and form into a ball, then press into the center with your thumb to create a small crater. Pour in a little of the filling, approx. 1 tsp, close the ball tightly and repeat until the rice is used up."",""Put the sesame seeds on a flat plate and roll the finished balls around to coat them. Cut the scallion into fine rings. Arrange sushi balls on a plate and garnish with mayonnaise, teriyaki sauce and spring onion rings as desired. Serve with soy sauce and wasabi.""]",886,21,29,133,"sushi,rice-balls,salmon,japanese,main","https://www.kitchenstories.com/en/recipes/california-sushi-rice-balls-with-salmon-and-avocado"
"Tuna tartare with wasabi, cucumber, and prawn crackers","Fresh tuna tartare with wasabi and crispy prawn crackers.","easy",30,0,4,"[{""name"":""tuna steak"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""cucumber"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""wasabi paste"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""prawn crackers"",""amount"":""4"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""sushi ginger"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""Sriracha"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""soy sauce"",""amount"":""1.5"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""toasted sesame oil"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""lime (juice)"",""amount"":""0.5"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""black sesame seeds"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""yogurt"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Finely chop the sushi ginger. Cut the tuna steak into equally sized small cubes and transfer to a bowl. Add the Sriracha, soy sauce, sesame oil, lime juice, and black sesame seeds to the tuna and stir gently to combine. Set aside."",""Use the peeler to create long, thin strips of cucumber. You will not use the whole cucumber, so focus on the flesh with skin or directly underneath the skin and avoid the watery, seedy flesh. Put the strips into a bowl. Sprinkle with salt and sugar, then add the wasabi paste and yogurt. Stir to combine."",""Heat oil in a small pot and fry the prawn crackers until they bloom, approx. 30 seconds. Then drain on paper towels. Place a large, round cookie cutter onto a serving plate and spoon the tuna mixture into it to create a solid base. Top the tartare with a small mound of the cucumber strips, then carefully remove the cookie cutter. Nestle a crab chip into the tartare and garnish with micro red shiso. Serve immediately and enjoy!""]",280,24,14,2,"tuna,tartare,japanese,appetizer,main","https://www.kitchenstories.com/en/recipes/tuna-tartare-with-wasabi-cucumber-and-prawn-crackers"
"Steamed red gilthead","Chinese-style steamed whole fish.","easy",30,8,2,"[{""name"":""red gilthead"",""amount"":""1"",""unit"":"""",""category"":""key"",""substitutes"":[""sea bream""],""notes"":""""},{""name"":""ginger"",""amount"":""30"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""4"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""red bell pepper"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""scallions"",""amount"":""4"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""white wine"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""vegetable oil"",""amount"":""5"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""soy sauce"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Cut half of ginger and garlic into thin slices. Julienne bell pepper. Cut half of green onion into index finger-length strips. Make two diagonal slits on each side of fish. Sprinkle with salt and pour wine on top."",""Stuff fish with chopped green onions, ginger, and garlic slices."",""Julienne remainder of ginger, garlic, and green onion."",""Bring a large pot of water to a boil over high heat and place steamer on top. Lay fish on top of steamer and steam for approx. 8 min. Then, turn off heat and continue to steam for approx. 3 min. Transfer fish to plate for serving and carefully drain excess liquid. Garnish with julienned vegetables. Now, heat up vegetable oil in a large saucepan over high heat. Pour hot oil over fish and sprinkle soy sauce on top. Enjoy!""]",622,49,41,12,"chinese,steamed,whole-fish,main","https://www.kitchenstories.com/en/recipes/steamed-red-gilthead"
"Crispy red mullet with paprika couscous","Crispy pan-fried red mullet with Middle Eastern spiced couscous.","medium",30,0,2,"[{""name"":""red mullet fillets"",""amount"":""4"",""unit"":""units"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""couscous"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""vegetable stock"",""amount"":""200"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""cilantro"",""amount"":""20"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""mint"",""amount"":""20"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""parsley"",""amount"":""20"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""ajvar"",""amount"":""3"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""all-purpose flour"",""amount"":""1"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""thyme"",""amount"":""1"",""unit"":""sprig"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""rosemary"",""amount"":""1"",""unit"":""sprig"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""butter"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""turmeric"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Heat up vegetable stock. Season with turmeric, salt, and pepper. Once it comes to a boil, remove from stove and stir in couscous. Let sit, according to package instructions, for approx. 5 min. until the couscous is cooked."",""In the meantime, pick coriander, mint, and parsley leaves. Finely slice them."",""Stir herbs and ajvar into cooked couscous. Season again to taste with salt and pepper."",""Heat up some vegetable oil in a frying pan. Lightly coat the skin side of the red mullet fillets with flour. Fry fillets for approx. 1 – 2 min. on the skin side. Turn fillets over. Add butter, thyme, rosemary, and crushed garlic to the pan. Season with salt and pepper and finish cooking for another minute. Serve fillets on top of couscous and garnish with some dollops of paprika paste.""]",515,33,5,76,"fish,couscous,middle-eastern,main","https://www.kitchenstories.com/en/recipes/crispy-red-mullet-with-paprika-couscous"
